0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
TRUE,TRUE,4,0,0,1,statistical_modeling_and_inference,Statistical Modeling and Inference,Statistical Modeling and Inference,,Mass univariate analyses,Inference,Multiple testing correction ,Permutation or Monte Carlo,,permutation_or_monte_carlo,permutation or monte carlo,permutation or monte carlo,,,mass_univariate,0,,"If permutation or Monte Carlo, report the number of permutations/samples. If Monte Carlo, note the brain mask and smoothness used, and how smoothness was estimated",char,,1,,,,,,,,,,,,,,
TRUE,FALSE,4,0,0,1,statistical_modeling_and_inference,Statistical Modeling and Inference,Statistical Modeling and Inference,,Functional connectivity,Confound adjustment and filtering,,,,confound_adjustment_and_filtering,confound adjustment and filtering,confound adjustment and filtering,,,connectivity,2,,"Method for detecting movement artifacts, movement-related variation, and remediation (e.g. ‘scrubbing’, ‘de-spiking’, etc.)",char,method for detecting movement artifacts | movement-related variation | and remediation,1,,,,,,,,,,,,,,
TRUE,TRUE,4,0,0,1,statistical_modeling_and_inference,Statistical Modeling and Inference,Statistical Modeling and Inference,,Functional connectivity,Confound adjustment and filtering,,,,confound_adjustment_and_filtering,confound adjustment and filtering,confound adjustment and filtering,,,connectivity,2,,"Use of global signal regression, exact type of global signal used and how it was computed",,,1,,,,,,,,,,,,,,
TRUE,TRUE,4,0,0,1,statistical_modeling_and_inference,Statistical Modeling and Inference,Statistical Modeling and Inference,,Functional connectivity,Confound adjustment and filtering,,,,confound_adjustment_and_filtering,confound adjustment and filtering,confound adjustment and filtering,,,connectivity,2,,"Whether a high­ or low-pass temporal filtering is applied to data, and at which point in the analysis pipeline. Note, any temporal regression model using filtered data should have it’s regressors likewise filtered",boolean,Was high­ or low-pass temporal filtering applied to data? when?,1,,,,,,,,,,,,,,
TRUE,TRUE,4,0,0,1,statistical_modeling_and_inference,Statistical Modeling and Inference,Statistical Modeling and Inference,,Functional connectivity,Independent Component Analysis,,,,independent_component_analysis,independent component analysis,independent component analysis,,,connectivity,4,,Algorithm to estimate components,char,,1,,,,,,,,,,,,,,
TRUE,TRUE,4,0,0,1,statistical_modeling_and_inference,Statistical Modeling and Inference,Statistical Modeling and Inference,,Functional connectivity,Independent Component Analysis,,,,independent_component_analysis,independent component analysis,independent component analysis,,,connectivity,4,,"Number of components (if fixed), or algorithm for estimating number of components",char,,1,,,,,,,,,,,,,,
TRUE,TRUE,4,0,0,1,statistical_modeling_and_inference,Statistical Modeling and Inference,Statistical Modeling and Inference,,Functional connectivity,Independent Component Analysis,,,,independent_component_analysis,independent component analysis,independent component analysis,,,connectivity,4,,"If used, method to sbooleanthesize multiple runs",char,,1,,,,,,,,,,,,,,
TRUE,TRUE,4,0,0,1,statistical_modeling_and_inference,Statistical Modeling and Inference,Statistical Modeling and Inference,,Functional connectivity,Independent Component Analysis,,,,independent_component_analysis,independent component analysis,independent component analysis,,,connectivity,4,,"Sorting method of IC’s, if any",char,,1,,,,,,,,,,,,,,
TRUE,TRUE,4,0,0,1,statistical_modeling_and_inference,Statistical Modeling and Inference,Statistical Modeling and Inference,,Functional connectivity,Independent Component Analysis,,,,independent_component_analysis,independent component analysis,independent component analysis,,,connectivity,4,,Detailed description of how components were chosen for further analysis,char,,1,,,,,,,,,,,,,,
TRUE,TRUE,4,0,0,1,statistical_modeling_and_inference,Statistical Modeling and Inference,Statistical Modeling and Inference,,Functional connectivity,Dependent variable definition,Seed-based analyses,,,seed-based_analyses,seed-based analyses,seed-based analyses,,,connectivity,1,,Definition of the seed region(s),char,,1,,,,,,,,,,,,,,
TRUE,TRUE,4,0,0,1,statistical_modeling_and_inference,Statistical Modeling and Inference,Statistical Modeling and Inference,,Functional connectivity,Dependent variable definition,Seed-based analyses,,,seed-based_analyses,seed-based analyses,seed-based analyses,,,connectivity,1,,Rationale for choosing these regions,char,,1,,,,,,,,,,,,,,
TRUE,TRUE,4,0,0,1,statistical_modeling_and_inference,Statistical Modeling and Inference,Statistical Modeling and Inference,,Functional connectivity,Dependent variable definition,Region-based analyses,,,region-based_analyses,region-based analyses,region-based analyses,,,connectivity,4,,Number of ROIs,float,,1,,,,,,,,,,,,,,
TRUE,TRUE,4,0,0,1,statistical_modeling_and_inference,Statistical Modeling and Inference,Statistical Modeling and Inference,,Functional connectivity,Dependent variable definition,Region-based analyses,,,region-based_analyses,region-based analyses,region-based analyses,,,connectivity,4,,How the ROI’s are defined (e.g. citable anatomical atlas; auxiliary fMRI experiments); note if ROIs overlap,char,,1,,,,,,,,,,,,,,
TRUE,TRUE,4,0,0,1,statistical_modeling_and_inference,Statistical Modeling and Inference,Statistical Modeling and Inference,,Functional connectivity,Dependent variable definition,Region-based analyses,,,region-based_analyses,region-based analyses,region-based analyses,,,connectivity,4,,"Assignment of signals to regions (i.e. how a time series is obtained from each region, e.g. averaging or first singular vector)",char,,1,,,,,,,,,,,,,,
TRUE,TRUE,4,0,0,1,statistical_modeling_and_inference,Statistical Modeling and Inference,Statistical Modeling and Inference,,Functional connectivity,Dependent variable definition,Region-based analyses,,,region-based_analyses,region-based analyses,region-based analyses,,,connectivity,4,,Note if considering only bilateral (L+R) merged regions,,,1,,,,,,,,,,,,,,
TRUE,TRUE,4,0,0,1,statistical_modeling_and_inference,Statistical Modeling and Inference,Statistical Modeling and Inference,,Functional connectivity,Dependent variable definition,Region-based analyses,,,region-based_analyses,region-based analyses,region-based analyses,,,connectivity,4,,Note if considering only inter-hemispheric homotopic connectivity,,,1,,,,,,,,,,,,,,
TRUE,TRUE,4,0,0,1,statistical_modeling_and_inference,Statistical Modeling and Inference,Statistical Modeling and Inference,,Functional connectivity,Functional connectivity measure/model,,,,functional_connectivity_measure/model,functional connectivity measure/model,functional connectivity measure/model,,,connectivity,4,,"Measure of dependence used, e.g. Pearson’s (full) correlation, partial correlation, mutual information",dropdown,Pearson’s (full) correlation | partial correlation | mutual information | ...,1,,,,,,,,,,,,,,
TRUE,TRUE,4,0,0,1,statistical_modeling_and_inference,Statistical Modeling and Inference,Statistical Modeling and Inference,,Functional connectivity,Functional connectivity measure/model,,,,functional_connectivity_measure/model,functional connectivity measure/model,functional connectivity measure/model,,,connectivity,4,,"Use of Fisher’s Z-transform (Yes/No) and, if standardised, effective N is used to compute standard error (to account for any filtering operations on the data)",boolean,Use of Fisher’s Z-transform,1,,,,,,,,,,,,,,
TRUE,TRUE,4,0,0,1,statistical_modeling_and_inference,Statistical Modeling and Inference,Statistical Modeling and Inference,,Functional connectivity,Functional connectivity measure/model,,,,functional_connectivity_measure/model,functional connectivity measure/model,functional connectivity measure/model,,,connectivity,4,,Estimator used for partial correlation,char,,1,,,,,,,,,,,,,,
TRUE,TRUE,4,0,0,1,statistical_modeling_and_inference,Statistical Modeling and Inference,Statistical Modeling and Inference,,Functional connectivity,Functional connectivity measure/model,,,,functional_connectivity_measure/model,functional connectivity measure/model,functional connectivity measure/model,,,connectivity,4,,Estimator used for mutual information,char,,1,,,,,,,,,,,,,,
TRUE,TRUE,4,0,0,1,statistical_modeling_and_inference,Statistical Modeling and Inference,Statistical Modeling and Inference,,Functional connectivity,Functional connectivity measure/model,,,,functional_connectivity_measure/model,functional connectivity measure/model,functional connectivity measure/model,,,connectivity,4,,Regression model used to remove confounding effects (Pearson or partial correlation),dropdown,Pearson correaltion | partial correlation,1,,,,,,,,,,,,,,
TRUE,TRUE,4,0,0,1,statistical_modeling_and_inference,Statistical Modeling and Inference,Statistical Modeling and Inference,,Functional connectivity,Effectivity connectivity,,,,effectivity_connectivity,effectivity connectivity,effectivity connectivity,,,connectivity,3,,Model,char,,1,,,,,,,,,,,,,,
TRUE,TRUE,4,0,0,1,statistical_modeling_and_inference,Statistical Modeling and Inference,Statistical Modeling and Inference,,Functional connectivity,Effectivity connectivity,,,,effectivity_connectivity,effectivity connectivity,effectivity connectivity,,,connectivity,3,,Algorithm used to fit model,char,,1,,,,,,,,,,,,,,
TRUE,TRUE,4,0,0,1,statistical_modeling_and_inference,Statistical Modeling and Inference,Statistical Modeling and Inference,,Functional connectivity,Effectivity connectivity,,,,effectivity_connectivity,effectivity connectivity,effectivity connectivity,,,connectivity,3,,"If per-subject model, method used to generalize inferences to population",,,1,,,,,,,,,,,,,,
TRUE,TRUE,4,0,0,1,statistical_modeling_and_inference,Statistical Modeling and Inference,Statistical Modeling and Inference,,Functional connectivity,Effectivity connectivity,,,,effectivity_connectivity,effectivity connectivity,effectivity connectivity,,,connectivity,3,,"Itemize models considered, and method used for model comparison",char,,1,,,,,,,,,,,,,,
TRUE,TRUE,4,0,0,1,statistical_modeling_and_inference,Statistical Modeling and Inference,Statistical Modeling and Inference,,Functional connectivity,Graph analysis,,,,graph_analysis,graph analysis,graph analysis,,,connectivity,2,,Report the ‘dependent variable’ and ‘functional connectivity measure’ used (as Statistical Modeling and Inference > Functional Connectivity > Functional Connectivity measure / model),char,Report the ‘dependent variable’ and ‘functional connectivity measure’ used (as Statistical Modeling and Inference > Functional Connectivity > Functional Connectivity measure / model),1,,,,,,,,,,,,,,
TRUE,TRUE,4,0,0,1,statistical_modeling_and_inference,Statistical Modeling and Inference,Statistical Modeling and Inference,,Functional connectivity,Graph analysis,,,,graph_analysis,graph analysis,graph analysis,,,connectivity,2,,"Weighted graph analysis or Binarized graph analysis is used, clarifying the method used for thresholding (e.g. a 10% density threshold, or a statistically-defined threshold); consider the sensitivity of your findings to the particular choice of threshold used ; the method used for thresholding; consider the sensitivity of your findings to the particular choice of threshold used?",dropdown,weighted graph analysis | binarized graph,1,,,,,,,,,,,,,,
TRUE,TRUE,4,0,0,1,statistical_modeling_and_inference,Statistical Modeling and Inference,Statistical Modeling and Inference,,Functional connectivity,Graph analysis,,,,graph_analysis,graph analysis,graph analysis,,,connectivity,2,,"Itemise the graph summaries used (e.g. clustering coefficient, efficiency, etc.), whether these are global or per-node/per-edge summaries. In particular with fMRI or EEG, clarify if measures applied to individual subject networks or group networks",char,,1,,,,,,,,,,,,,,
TRUE,FALSE,4,0,0,1,statistical_modeling_and_inference,Statistical Modeling and Inference,Statistical Modeling and Inference,,Multivariate modelling and predictive analysis,Independent variables,Variable type,,,variable_type,variable type,variable type,,,multivariate,0,,,dropdown,discrete | continuos,1,,,,,,,,,,,,,,
TRUE,TRUE,4,0,0,1,statistical_modeling_and_inference,Statistical Modeling and Inference,Statistical Modeling and Inference,,Multivariate modelling and predictive analysis,Independent variables,Class proportions,,,class_proportions,class proportions,class proportions,,,multivariate,0,,Class proportions in classification settings,,,1,,,,,,,,,,,,,,
TRUE,TRUE,4,0,0,1,statistical_modeling_and_inference,Statistical Modeling and Inference,Statistical Modeling and Inference,,Multivariate modelling and predictive analysis,Independent variables,Variable dimension,,,variable_dimension,variable dimension,variable dimension,,,multivariate,2,,"For whole-brain prediction, this is a voxel count",float,,1,,,,,,,,,,,,,,
TRUE,TRUE,4,0,0,1,statistical_modeling_and_inference,Statistical Modeling and Inference,Statistical Modeling and Inference,,Multivariate modelling and predictive analysis,Independent variables,Variable dimension,,,variable_dimension,variable dimension,variable dimension,,,multivariate,2,,"For searchlight analyses, the exact number of voxels in the search region, not just a radius",,,1,,,,,,,,,,,,,,
TRUE,TRUE,4,0,0,1,statistical_modeling_and_inference,Statistical Modeling and Inference,Statistical Modeling and Inference,,Multivariate modelling and predictive analysis,Independent variables,Variable dimension,,,variable_dimension,variable dimension,variable dimension,,,multivariate,2,,Provide dimension before and after any feature selection and/or dimension reduction ; Provide dimension before and after any feature selection and/or dimension reduction,char,feature name,1,,,,,,,,,,,,,,
TRUE,TRUE,4,0,0,1,statistical_modeling_and_inference,Statistical Modeling and Inference,Statistical Modeling and Inference,,Multivariate modelling and predictive analysis,Independent variables,Population stratification,,,population_stratification,population stratification,population stratification,,,multivariate,1,,Information on how the target values relate to the population (e.g. male/female frequency or age distribution by group) ,char,,1,,,,,,,,,,,,,,
TRUE,TRUE,4,0,0,1,statistical_modeling_and_inference,Statistical Modeling and Inference,Statistical Modeling and Inference,,Multivariate modelling and predictive analysis,Independent variables,Population stratification,,,population_stratification,population stratification,population stratification,,,multivariate,1,,Specify how this is taken into account in the predictive model,,,1,,,,,,,,,,,,,,
TRUE,TRUE,4,0,0,1,statistical_modeling_and_inference,Statistical Modeling and Inference,Statistical Modeling and Inference,,Multivariate modelling and predictive analysis,Features extraction and dimension reduction,Feature transformation,,,feature_transformation,feature transformation,feature transformation,,,multivariate,0,,,,,1,,,,,,,,,,,,,,
TRUE,TRUE,4,0,0,1,statistical_modeling_and_inference,Statistical Modeling and Inference,Statistical Modeling and Inference,,Multivariate modelling and predictive analysis,Features extraction and dimension reduction,Feature selection,,,feature_selection,feature selection,feature selection,,,multivariate,0,,,,,1,,,,,,,,,,,,,,
TRUE,TRUE,4,0,0,1,statistical_modeling_and_inference,Statistical Modeling and Inference,Statistical Modeling and Inference,,Multivariate modelling and predictive analysis,Features extraction and dimension reduction,Dimension reduction,,,dimension_reduction,dimension reduction,dimension reduction,,,multivariate,0,,,,,1,,,,,,,,,,,,,,
TRUE,TRUE,4,0,0,1,statistical_modeling_and_inference,Statistical Modeling and Inference,Statistical Modeling and Inference,,Multivariate modelling and predictive analysis,Features extraction and dimension reduction,,,,features_extraction_and_dimension_reduction,features extraction and dimension reduction,features extraction and dimension reduction,,,multivariate,0,,"When these techniques are data-driven, specify the procedures used to learn the parameters involved",char,,1,,,,,,,,,,,,,,
TRUE,TRUE,4,0,0,1,statistical_modeling_and_inference,Statistical Modeling and Inference,Statistical Modeling and Inference,,Multivariate modelling and predictive analysis,Model,Traditional multivariate analyses,,,traditional_multivariate_analyses,traditional multivariate analyses,traditional multivariate analyses,,,multivariate,2,,"Type of model, e.g. MANOVA",char,,1,,,,,,,,,,,,,,
TRUE,TRUE,4,0,0,1,statistical_modeling_and_inference,Statistical Modeling and Inference,Statistical Modeling and Inference,,Multivariate modelling and predictive analysis,Model,Traditional multivariate analyses,,,traditional_multivariate_analyses,traditional multivariate analyses,traditional multivariate analyses,,,multivariate,2,,"Assumptions made on the covariance structure, e.g. independence, or a common arbitrary covariance between groups",char,,1,,,,,,,,,,,,,,
TRUE,TRUE,4,0,0,1,statistical_modeling_and_inference,Statistical Modeling and Inference,Statistical Modeling and Inference,,Multivariate modelling and predictive analysis,Model,Traditional multivariate analyses,,,traditional_multivariate_analyses,traditional multivariate analyses,traditional multivariate analyses,,,multivariate,2,,"Statistic used to assess significance, e.g. Wilk’s lambda, Hotelling­-Lawley trace, etc.",char,,1,,,,,,,,,,,,,,
TRUE,TRUE,4,0,0,1,statistical_modeling_and_inference,Statistical Modeling and Inference,Statistical Modeling and Inference,,Multivariate modelling and predictive analysis,Model,Predictive models,Model type,,model_type,model type,model type,,,multivariate,0,,"Type of model, e.g. Linear discriminant analysis, support vector machines, logistic regression, etc.",char,,1,,,,,,,,,,,,,,
TRUE,TRUE,4,0,0,1,statistical_modeling_and_inference,Statistical Modeling and Inference,Statistical Modeling and Inference,,Multivariate modelling and predictive analysis,Model,Predictive models,Kernel type,,kernel_type,kernel type,kernel type,,,multivariate,0,,"For kernel-based methods (i.e. SVM) report type of kernel used, type and number of parameters needed to be estimated",char,,1,,,,,,,,,,,,,,
TRUE,TRUE,4,0,0,1,statistical_modeling_and_inference,Statistical Modeling and Inference,Statistical Modeling and Inference,,Multivariate modelling and predictive analysis,Learning method,Figure-of-merit optimised,,,figure-of-merit_optimised,figure-of-merit optimised,figure-of-merit optimised,,,multivariate,0,,,,,1,,,,,,,,,,,,,,
TRUE,TRUE,4,0,0,1,statistical_modeling_and_inference,Statistical Modeling and Inference,Statistical Modeling and Inference,,Multivariate modelling and predictive analysis,Learning method,Fitting method,,,fitting_method,fitting method,fitting method,,,multivariate,0,,,char,,1,,,,,,,,,,,,,,
TRUE,TRUE,4,0,0,1,statistical_modeling_and_inference,Statistical Modeling and Inference,Statistical Modeling and Inference,,Multivariate modelling and predictive analysis,Learning method,,,,learning_method,learning method,learning method,,,multivariate,0,,"Parameter settings, those fixed and those estimated; specify how fixed parameter values were chosen",,,1,,,,,,,,,,,,,,
TRUE,TRUE,4,0,0,1,statistical_modeling_and_inference,Statistical Modeling and Inference,Statistical Modeling and Inference,,Multivariate modelling and predictive analysis,Learning method,,convergence monitoring,,convergence_monitoring,convergence monitoring,convergence monitoring,,,multivariate,0,,How the convergence of the learning method is monitored,char,,1,,,,,,,,,,,,,,
TRUE,TRUE,4,0,0,1,statistical_modeling_and_inference,Statistical Modeling and Inference,Statistical Modeling and Inference,,Multivariate modelling and predictive analysis,Training procedure,,,,training_procedure,training procedure,training procedure,,,multivariate,2,,Pipeline structure applied uniformly to all cases (e.g. that could be independently applied to a new case),,,1,,,,,,,,,,,,,,
TRUE,TRUE,4,0,0,1,statistical_modeling_and_inference,Statistical Modeling and Inference,Statistical Modeling and Inference,,Multivariate modelling and predictive analysis,Training procedure,,,,training_procedure,training procedure,training procedure,,,multivariate,2,,Method for hyper-parameter setting,char,,1,,,,,,,,,,,,,,
TRUE,TRUE,4,0,0,1,statistical_modeling_and_inference,Statistical Modeling and Inference,Statistical Modeling and Inference,,Multivariate modelling and predictive analysis,Training procedure,,,,training_procedure,training procedure,training procedure,,,multivariate,2,,Data splitting (cross validation),char,,1,,,,,,,,,,,,,,
TRUE,TRUE,4,0,0,1,statistical_modeling_and_inference,Statistical Modeling and Inference,Statistical Modeling and Inference,,Multivariate modelling and predictive analysis,Evaluation metrics,Discrete response,Accuracy,,accuracy,accuracy,accuracy,,,multivariate,0,,,,,1,,,,,,,,,,,,,,
TRUE,TRUE,4,0,0,1,statistical_modeling_and_inference,Statistical Modeling and Inference,Statistical Modeling and Inference,,Multivariate modelling and predictive analysis,Evaluation metrics,Discrete response,,,discrete_response,discrete response,discrete response,,,multivariate,0,,"If group sizes unequal, balanced (or average) accuracy",,,1,,,,,,,,,,,,,,
TRUE,TRUE,4,0,0,1,statistical_modeling_and_inference,Statistical Modeling and Inference,Statistical Modeling and Inference,,Multivariate modelling and predictive analysis,Evaluation metrics,Discrete response,2 classes,Precision,precision,precision,precision,,,multivariate,0,,Precision (1 − false discovery rate),float,,1,,,,,,,,,,,,,,
TRUE,TRUE,4,0,0,1,statistical_modeling_and_inference,Statistical Modeling and Inference,Statistical Modeling and Inference,,Multivariate modelling and predictive analysis,Evaluation metrics,Discrete response,2 classes,Recall,recall,recall,recall,,,multivariate,0,,Recall (sensitivity),,,1,,,,,,,,,,,,,,
TRUE,TRUE,4,0,0,1,statistical_modeling_and_inference,Statistical Modeling and Inference,Statistical Modeling and Inference,,Multivariate modelling and predictive analysis,Evaluation metrics,Discrete response,2 classes,,2_classes,2 classes,2 classes,,,multivariate,0,,False positive rate (1­specificity),float,,1,,,,,,,,,,,,,,
TRUE,TRUE,4,0,0,1,statistical_modeling_and_inference,Statistical Modeling and Inference,Statistical Modeling and Inference,,Multivariate modelling and predictive analysis,Evaluation metrics,Discrete response,2 classes,F1,f1,f1,f1,,,multivariate,0,,F1 (incorporates both precision and recall),,,1,,,,,,,,,,,,,,
TRUE,TRUE,4,0,0,1,statistical_modeling_and_inference,Statistical Modeling and Inference,Statistical Modeling and Inference,,Multivariate modelling and predictive analysis,Evaluation metrics,Discrete response,2 classes,ROC,roc,roc,roc,,,multivariate,0,,"Receiver operating characteristic (ROC) curves, e.g. summarised by area under the curve (AUC); AUC for only high specificity (e.g. false positive rates no greater than 10%) are also useful",char,,1,,,,,,,,,,,,,,
TRUE,TRUE,4,0,0,1,statistical_modeling_and_inference,Statistical Modeling and Inference,Statistical Modeling and Inference,,Multivariate modelling and predictive analysis,Evaluation metrics,Discrete response,3 or more classes,confusion matrix,confusion_matrix,confusion matrix,confusion matrix,,,multivariate,0,,Report the confusion matrix,char,,1,,,,,,,,,,,,,,
TRUE,TRUE,4,0,0,1,statistical_modeling_and_inference,Statistical Modeling and Inference,Statistical Modeling and Inference,,Multivariate modelling and predictive analysis,Evaluation metrics,Continuous response,,,continuous_response,continuous response,continuous response,,,multivariate,0,,"“Prediction R^2”, the percentage of variance explained by prediction, computed as one minus the ratio of prediction sum­-of-­squares to total sum-­of-­squares. (Note this is not the squared correlation coefficient between true and predicted values)",float,,1,,,,,,,,,,,,,,
TRUE,TRUE,4,0,0,1,statistical_modeling_and_inference,Statistical Modeling and Inference,Statistical Modeling and Inference,,Multivariate modelling and predictive analysis,Evaluation metrics,Representational similarity analysis,,,representational_similarity_analysis,representational similarity analysis,representational similarity analysis,,,multivariate,0,,Report the Kendall Tau statistic for each candidate model considered,float,Report the Kendall Tau statistic for each candidate model considered (indicate which model),1,,,,,,,,,,,,,,
TRUE,TRUE,4,0,0,1,statistical_modeling_and_inference,Statistical Modeling and Inference,Statistical Modeling and Inference,,Multivariate modelling and predictive analysis,Evaluation metrics,Significance,,,significance,significance,significance,,,multivariate,0,,When possible use formal test to obtain P­value to assess whether evaluation metric is “significant” or consistent with noise,,,1,,,,,,,,,,,,,,
TRUE,TRUE,4,0,0,0,statistical_modeling_and_inference,Statistical Modeling and Inference,Statistical Modeling and Inference,,Multivariate modelling and predictive analysis,Fit interpretation,,,,fit_interpretation,fit interpretation,fit interpretation,,,multivariate,0,,"Procedure used to interpret the fit of the classifier, identifying the relative importance of the features (e.g. the weight vector in linear discriminant)",char,,1,,,,,,,,,,,,,,
FALSE,FALSE,5,0,0,1,results,Results,Results,,Mass univariate analysis,Effects tested,,,,effects_tested,effects tested,effects tested,,,mass_univariate,0,,Provide a complete list of tested and omitted effects,char,,1,,,,,,,,,,,,,yes,important to plan analysis
TRUE,TRUE,5,0,0,1,results,Results,Results,,Mass univariate analysis,Extracted data,,,,extracted_data,extracted data,extracted data,,,mass_univariate,3,,"Define how voxels/elements were selected; if region is based on the same data, clarify how circularity was accounted for",,,1,,,,,,,,,,,,,yes,important to plan analysis
TRUE,TRUE,5,1,1,1,results,Results,Results,,Mass univariate analysis,Extracted data,units of reported results,,,units_of_reported_results,units of reported results,units of reported results,,,mass_univariate,0,"Unit used to report results
",,radio,beta values | percent signal change,1,,,,,,,,,,"roisig, roipct","65, 11.1",,,
TRUE,TRUE,5,0,0,1,results,Results,Results,,Mass univariate analysis,Extracted data,,,,extracted_data,extracted data,extracted data,,,mass_univariate,3,,"If reporting R^2 (coefficient of determination) clarify how nuisance variability is considered. For instance, in task fMRI the vast majority of variance is explained by slow temporal drift, and R^2 values for an effect of interest will be vastly different if computed with or without counting drift in the total variance",,,1,,,,,,,,,,,,,,
TRUE,TRUE,5,0,0,1,results,Results,Results,,Mass univariate analysis,Extracted data,,,,extracted_data,extracted data,extracted data,,,mass_univariate,3,,"State whether data extracted from an ROI (e.g. to compute an effect size) is defined based on independent data, as otherwise it is susceptible to bias",,,1,,,,,,,,,,,,,,
TRUE,TRUE,5,0,0,1,results,Results,Results,,Mass univariate analysis,Extracted data,,,,extracted_data,extracted data,extracted data,,,mass_univariate,3,,"If ROIs are circularly defined, best not to provide any statistical summary (i.e. p-values, R^2, etc.)",,,1,,,,,,,,,,,,,,
TRUE,TRUE,5,0,1,1,results,Results,Results,,Mass univariate analysis,Tables of coordinates,contrast and effect,,,contrast_and_effect,contrast and effect,contrast and effect,,,mass_univariate,0,,contrast and effect to which it refers,boolean,,1,,,,,,,,,,contr,70,,,
TRUE,TRUE,5,0,1,1,results,Results,Results,,Mass univariate analysis,Tables of coordinates,XYZ coordinate,,,xyz_coordinate,xyz coordinate,xyz coordinate,,,mass_univariate,0,,,boolean,,1,,,,,,,,,,coord,98,,yes,indispensable to run analysis
TRUE,TRUE,5,0,1,1,results,Results,Results,,Mass univariate analysis,Tables of coordinates,coordinate system,,,coordinate_system,coordinate system,coordinate system,,,mass_univariate,0,,clarify whether peak or center-of-­mass location,radio,MNI | Talairach,1,,,,,,,,,,space,75,,,
TRUE,TRUE,5,0,0,1,results,Results,Results,,Mass univariate analysis,Tables of coordinates,,,,tables_of_coordinates,tables of coordinates,tables of coordinates,,,mass_univariate,3,,"Anatomical region (in caption or body text, describe source of labels, e.g. subjective, atlas, etc.)",,,1,,,,,,,,,,,,,yes,helpful but not necessary
TRUE,TRUE,5,0,0,1,results,Results,Results,,Mass univariate analysis,Tables of coordinates,,,,tables_of_coordinates,tables of coordinates,tables of coordinates,,,mass_univariate,3,,P­-value forming basis of inference (e.g. voxel­-wise FWE corrected P; or cluster­-wise FDR corrected P),,,1,,,,,,,,,,,,,,
TRUE,TRUE,5,0,1,1,results,Results,Results,,Mass univariate analysis,Tables of coordinates,statistic presented,,,statistic_presented,statistic presented,statistic presented,,,mass_univariate,0,,with degrees of freedom in table caption,radio,T | F | Z,1,,,,,,,,,,stat,90,,yes,important for coordinate based meta-analysis using SDM
TRUE,TRUE,5,0,0,1,results,Results,Results,,Mass univariate analysis,Tables of coordinates,,,,tables_of_coordinates,tables of coordinates,tables of coordinates,,,mass_univariate,3,,"In caption, state whether coordinates are from whole brain, or from a specific constrained volume",,,1,,,,,,,,,,,,,yes,important for inclusion/exclusion criteria
TRUE,TRUE,5,0,1,1,results,Results,Results,,Mass univariate analysis,Tables of coordinates,cluster-size,,,cluster-size,cluster-size,cluster-size,,,mass_univariate,0,,"If cluster­wise inference is used. Report in mm3 or, if in voxels, be explicit about the size of voxels. If a cluster statistic other than size is used (e.g. mass) it should be listed as well",boolean,,1,,,,,,,,,,ext,68,,,
TRUE,TRUE,5,0,0,1,results,Results,Results,,Mass univariate analysis,Tables of coordinates,,,,tables_of_coordinates,tables of coordinates,tables of coordinates,,,mass_univariate,3,,"In caption or body text, note criterion for peak per cluster reporting; e.g. “one peak per cluster listed”, or “up to 3 per cluster that are at least 8mm apart” (SPM default), etc.",,,1,,,,,,,,,,,,,,
TRUE,TRUE,5,0,1,0,results,Results,Results,,Mass univariate analysis,Thresholded maps,type of inference,,,type_of_inference,type of inference,type of inference,,,mass_univariate,0,,,boolean,,1,,,,,,,,,,stat,40,,,
TRUE,TRUE,5,0,0,0,results,Results,Results,,Mass univariate analysis,Thresholded maps,mention multiple comparison correction method,,,mention_multiple_comparison_correction_method,mention multiple comparison correction method,mention multiple comparison correction method,,,mass_univariate,0,,as well as form of any sub-volume corrections applied when computing corrected significance,dropdown,Familywise Error: Random Field Theory; Familywise Error: Permutation; Familywise Error: Monte Carlo; Familywise Error: Bonferroni | False Discovery Rate: Benjamini and Hochberg | False Discovery Rate: Positive FDR | False Discovery Rate: Local FDR | False Discovery Rate: Cluster-level FDR | None/Uncorrected,1,,,,,,,,,,,,,,
TRUE,TRUE,5,0,0,1,results,Results,Results,,Mass univariate analysis,Unthresholded maps (Share via supplementary material or repository),,,,unthresholded_maps_(share_via_supplementary_material_or_repository),unthresholded maps (share via supplementary material or repository),unthresholded maps (share via supplementary material or repository),,,mass_univariate,2,,Unthresholded statistic maps,,,1,,,,,,,,,,,,,yes,useful for future meta-analysis based on these maps
TRUE,TRUE,5,0,0,1,results,Results,Results,,Mass univariate analysis,Unthresholded maps (Share via supplementary material or repository),,,,unthresholded_maps_(share_via_supplementary_material_or_repository),unthresholded maps (share via supplementary material or repository),unthresholded maps (share via supplementary material or repository),,,mass_univariate,2,,"Optionally, the thresholded statistic maps",,,1,,,,,,,,,,,,,,
TRUE,TRUE,5,0,0,1,results,Results,Results,,Mass univariate analysis,Unthresholded maps (Share via supplementary material or repository),,,,unthresholded_maps_(share_via_supplementary_material_or_repository),unthresholded maps (share via supplementary material or repository),unthresholded maps (share via supplementary material or repository),,,mass_univariate,2,,"Optionally, the effect size map (e.g. % BOLD change, % GM change)",,,1,,,,,,,,,,,,,,
